id_genero,artista,similar
1,Andreas Jakob Romberg,Ferdinand Ries
1,Paul Hindemith,Sergei Prokofiev
1,Paul Hindemith,Ralph Vaughan Williams
1,Paul Hindemith,Igor Stravinsky
1,Danny Clay,Holy Hydrogen
1,Danny Clay,Argentus
1,Danny Clay,One Second Old
1,Christopher Cerrone,Ted Hearne
1,Christopher Cerrone,Timo Andres
1,Christopher Cerrone,Andy Akiho
1,Sebastian Morawietz,luke gajdus
1,Sebastian Morawietz,Melaine Dalibert
1,Sebastian Morawietz,Klangriket
1,Ruperto Chapí,Tomás Bretón
1,Ruperto Chapí,Jacinto Guerrero
1,Ruperto Chapí,Pablo Sorozábal
1,Carson Cooman,橋本國彦
1,Carson Cooman,Gloria Coates
1,Carson Cooman,矢代秋雄
1,David Matthews,Jiro Inagaki and His Soul Media
1,David Matthews,Deodato
1,David Matthews,Roy Ayers
1,Marin Marais,François Couperin
1,Marin Marais,Jean-Baptiste Lully
1,Marin Marais,Jean-Philippe Rameau
1,Camille Saint-Saëns,Johannes Brahms
1,Camille Saint-Saëns,Pyotr Ilyich Tchaikovsky
1,Camille Saint-Saëns,Felix Mendelssohn
1,Luigi Dallapiccola,Stefan Wolpe
1,Luigi Dallapiccola,Jonathan Harvey
1,Luigi Dallapiccola,Charles Wuorinen
1,Giovanni Battista Pergolesi,Georg Friedrich Händel
1,Giovanni Battista Pergolesi,Arcangelo Corelli
1,Giovanni Battista Pergolesi,Henry Purcell
1,Marian Sawa,Feliks Nowowiejski
1,Marian Sawa,Jean Langlais
1,Marian Sawa,Jehan Alain
1,Dmitry Kabalevsky,Reinhold Glière
1,Dmitry Kabalevsky,Николай Карлович Метнер
1,Dmitry Kabalevsky,Anton Arensky
1,Friedrich Kuhlau,Friedrich Burgmüller
1,Friedrich Kuhlau,William Sterndale Bennett
1,Friedrich Kuhlau,Lars Magnus Béen
1,Georges Bizet,Léo Delibes
1,Georges Bizet,Giuseppe Verdi
1,Georges Bizet,Gioacchino Rossini
1,Brenton Broadstock,Matthew Hindson
1,Brenton Broadstock,Maria Grenfell
1,Brenton Broadstock,Stuart Greenbaum
1,Mieczysław Weinberg,Grażyna Bacewicz
1,Mieczysław Weinberg,Witold Lutosławski
1,Mieczysław Weinberg,Karl Amadeus Hartmann
1,Garreth Broke,Jordane Tumarinson
1,Garreth Broke,A. Blomqvist
1,Garreth Broke,Jim Perkins
1,Selim Palmgren,Leevi Madetoja
1,Selim Palmgren,Toivo Kuula
1,Selim Palmgren,Heino Kaski
1,Tomás Marco,Jesús Rueda
1,Tomás Marco,Peter Sculthorpe
1,Tomás Marco,José M. Sánchez-Verdú
1,Mily Balakirev,Цезарь Антонович Кюи
1,Mily Balakirev,Sergei Lyapunov
1,Mily Balakirev,Frank Bridge
1,Lennox Berkeley,Alan Rawsthorne
1,Lennox Berkeley,Kenneth Leighton
1,Lennox Berkeley,Edmund Rubbra
1,York Bowen,Rebecca Clarke
1,York Bowen,Lennox Berkeley
1,York Bowen,Alan Rawsthorne
1,Franco Margola,Mario Castelnuovo-Tedesco
1,Franco Margola,Giulio Regondi
1,Franco Margola,Ferruccio Busoni
1,Michael Nyman,Wim Mertens
1,Michael Nyman,Philip Glass
1,Michael Nyman,Balanescu Quartet
1,Luigi Cherubini,Francois-Joseph Gossec
1,Luigi Cherubini,Johann Nepomuk Hummel
1,Luigi Cherubini,Michael Haydn
1,Francisco Mignone,Victor Massé
1,Francisco Mignone,Oskar Merikanto
1,Francisco Mignone,Josef Mysliveček
1,Scott Joplin,Jelly Roll Morton
1,Scott Joplin,James P. Johnson
1,Scott Joplin,George Gershwin
1,Frank Martin,Einar Englund
1,Frank Martin,Arthur Honegger
1,Frank Martin,Hans Werner Henze
1,Anton Bruckner,Gustav Mahler
1,Anton Bruckner,Johannes Brahms
1,Anton Bruckner,Richard Strauss
1,Guy Bovet,Marcel Dupré
1,Guy Bovet,Louis Vierne
1,Guy Bovet,Sigfrid Karg-Elert
1,Duke Ellington,Duke Ellington & His Orchestra
1,Duke Ellington,Count Basie
1,Duke Ellington,Earl Hines
1,Alan Weiss,Gerrit Zitterbat
1,Alan Weiss,Stanley Hoogland
1,Alan Weiss,Wolfgang Manz
1,Alcatrazz,Yngwie Malmsteen
1,Alcatrazz,Michael Schenker Group
1,Alcatrazz,Dokken
1,Carl Friedrich Abel,Matthew Locke
1,Carl Friedrich Abel,Monsieur de Sainte-Colombe
1,Carl Friedrich Abel,Christopher Simpson
1,T. Brinda,Semmangudi Srinivasa Iyer
1,T. Brinda,M. S. Gopalakrishnan
1,T. Brinda,Hyderabad Brothers
1,Hubert Parry,Charles Villiers Stanford
1,Hubert Parry,Herbert Howells
1,Hubert Parry,Thomas Augustine Arne
1,Vicente Martín Y Soler,Manuel Penella
1,Vicente Martín Y Soler,anónimo
1,Vicente Martín Y Soler,Manuel Blasco de Nebra
1,Vissarion Shebalin,Николай Яковлевич Мясковский
1,Vissarion Shebalin,Sergei Taneyev
1,Vissarion Shebalin,Vladimir Rebikov
1,Bekah Simms,Hans Abrahamsen
1,Bekah Simms,Kaija Saariaho
1,Bekah Simms,György Kurtág
1,Michael Oesterle,Lucas Ruis Ribayaz
1,Michael Oesterle,Santiago de Murcia
1,Michael Oesterle,Gaspar Sanz
1,Carl Nielsen,Bohuslav Martinů
1,Carl Nielsen,Darius Milhaud
1,Carl Nielsen,Franz Berwald
1,Classical Music Orchestra!,Classical Music for Relaxation / Chopin After Work
1,Classical Music Orchestra!,Classical Music for Relaxation
1,Classical Music Orchestra!,[unknown]
1,Erich Wolfgang Korngold,Victor Young
1,Erich Wolfgang Korngold,Laurence Rosenthal
1,Erich Wolfgang Korngold,Édouard Lalo
1,Miriam Hyde,Ronald Pearl
1,Miriam Hyde,Cécile Chaminade
1,Miriam Hyde,Roy Agnew
1,John Corigliano,Ned Rorem
1,John Corigliano,Richard Charlton
1,John Corigliano,Erich Wolfgang Korngold
1,Berglind María Tómasdóttir,John McCowen
1,Berglind María Tómasdóttir,Bára Gísladóttir
1,Berglind María Tómasdóttir,The Hamrahlíð Choir
1,Daniel Ligorio,Frank van de Laar
1,Daniel Ligorio,Douglas Riva
1,Daniel Ligorio,Ingolf Wunder
1,Kurt Atterberg,Lars-Erik Larsson
1,Kurt Atterberg,Ernest John Moeran
1,Kurt Atterberg,Einar Englund
1,Karl-Erik Welin,Sven-David Sandström
1,Karl-Erik Welin,Antoinette Vischer
1,Karl-Erik Welin,Sven-Erik Bäck
1,Dionisio Aguado,Ferdinando Carulli
1,Dionisio Aguado,Agustin Barrios Mangore
1,Dionisio Aguado,Jakub Kosciuszko
1,Max Bruch,Luigi Boccherini
1,Max Bruch,Felix Mendelssohn
1,Max Bruch,Antonín Dvořák
1,Alfred Cortot,Shura Cherkassky
1,Alfred Cortot,Artur Schnabel
1,Alfred Cortot,Edwin Fischer
1,Astor Piazzolla,Roberto Goyeneche
1,Astor Piazzolla,Carlos Gardel
1,Astor Piazzolla,Osvaldo Pugliese
1,Lori Laitman,Short Productions
1,Lori Laitman,Peter Dart
1,Lori Laitman,Rex Nabours III
1,Michael Torke,Aaron Jay Kernis
1,Michael Torke,Graham Fitkin
1,Michael Torke,Douwe Eisenga
1,Michael Haydn,Carl Stamitz
1,Michael Haydn,Pietro Antonio Locatelli
1,Michael Haydn,Johann Nepomuk Hummel
1,David Maslanka,John Mackey
1,David Maslanka,Julie Giroux
1,David Maslanka,Viet Cuong
